time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-05-09T16:46:39.190Z,46.9048333,-112.5173333,13.17,-0.15,md,10,121,0.108,0.11,mb,mb80292754,2018-05-09T23:14:24.920Z,"13km ESE of Lincoln, Montana",earthquake,0.55,0.74,,1,reviewed,mb,mb
2018-05-09T16:40:40.280Z,37.3181667,-122.0993333,-0.31,1.1,md,5,133,0.01656,0.03,nc,nc73014066,2018-05-09T23:14:06.691Z,"4km S of Loyola, CA",quarry blast,1.68,31.61,0.25,5,reviewed,nc,nc
2018-05-09T16:34:09.070Z,33.506,-116.793,4.26,0.76,ml,26,39,0.07533,0.14,ci,ci38169328,2018-05-09T17:07:01.431Z,"10km NE of Aguanga, CA",earthquake,0.18,0.45,0.102,22,reviewed,ci,ci
2018-05-09T16:29:12.410Z,34.0203333,-116.7936667,11.19,0.95,ml,22,74,0.1224,0.14,ci,ci38169312,2018-05-09T17:07:17.495Z,"12km N of Cabazon, CA",earthquake,0.26,0.91,0.192,23,reviewed,ci,ci
2018-05-09T16:25:18.530Z,51.6785,-170.3748,32.23,4,mb,,213,1.18,1.22,us,us1000e1eu,2018-05-09T21:43:36.040Z,"108km SE of Amukta Island, Alaska",earthquake,8.4,10.1,0.054,91,reviewed,us,us
2018-05-09T16:22:35.010Z,33.494,-116.7665,7.46,0.31,ml,18,98,0.07527,0.08,ci,ci38169304,2018-05-09T19:59:31.327Z,"11km ENE of Aguanga, CA",earthquake,0.19,0.45,0.163,12,reviewed,ci,ci
2018-05-09T16:20:53.660Z,46.855,-121.7546667,0.39,0.2,ml,4,99,0.02205,0.08,uw,uw61372057,2018-05-09T17:42:13.390Z,"28km NNW of Packwood, Washington",earthquake,0.51,1.72,0.046,4,reviewed,uw,uw
2018-05-09T16:15:21.060Z,45.6881667,-112.1385,6.12,0.28,md,4,184,0.236,0.12,mb,mb80292744,2018-05-09T23:07:16.660Z,"20km S of Whitehall, Montana",earthquake,0.95,8.75,0.32,5,reviewed,mb,mb
2018-05-09T16:15:09.350Z,36.0276667,-117.813,1.53,0.54,ml,8,87,0.03878,0.06,ci,ci37186156,2018-05-09T17:07:31.223Z,"12km E of Coso Junction, CA",earthquake,0.14,0.25,0.135,4,reviewed,ci,ci
2018-05-09T16:14:47.970Z,36.0288333,-117.8143333,1.44,0.81,ml,19,57,0.03994,0.11,ci,ci38169296,2018-05-09T16:58:55.065Z,"12km E of Coso Junction, CA",earthquake,0.14,0.19,0.24,11,reviewed,ci,ci
2018-05-09T16:10:09.550Z,55.0613,-161.206,72.43,3.7,mb,,180,0.508,0.84,us,us1000e1en,2018-05-09T21:36:52.040Z,"54km SW of Sand Point, Alaska",earthquake,8.9,10.5,0.14,13,reviewed,us,us
2018-05-09T16:07:52.420Z,46.8535,-121.7538333,0.27,-0.33,md,4,101,0.02278,0.07,uw,uw61372042,2018-05-09T17:04:41.670Z,"28km NNW of Packwood, Washington",earthquake,0.41,1.52,0.37,4,reviewed,uw,uw
2018-05-09T16:06:04.774Z,63.5993,-149.8551,123.9,1.2,ml,,,,0.3,ak,ak19393264,2018-05-09T16:28:38.550Z,"50km WNW of Cantwell, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-05-09T16:05:02.900Z,19.4118333,-155.2613333,1.89,1.5,md,18,95,0.001398,0.07,hv,hv70134531,2018-05-09T19:26:02.800Z,"3km SW of Volcano, Hawaii",earthquake,0.27,0.17,0.07,5,reviewed,hv,hv
2018-05-09T16:04:52.480Z,37.5958333,-118.8243333,0.24,0.3,md,9,226,0.006927,0.02,nc,nc73014061,2018-05-09T17:56:03.131Z,"13km WNW of Toms Place, CA",earthquake,0.76,0.59,0.366,8,reviewed,nc,nc
2018-05-09T16:03:46.868Z,64.6927,-149.0017,15.2,1.2,ml,,,,0.34,ak,ak19393262,2018-05-09T16:06:09.893Z,"13km NNE of North Nenana, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-05-09T16:01:55.140Z,19.4008331,-155.2626648,0.16,2.46,ml,12,109,0.004092,0.12,hv,hv70134521,2018-05-09T16:07:33.100Z,"4km SW of Volcano, Hawaii",earthquake,0.21,0.26,4.62,3,automatic,hv,hv
2018-05-09T15:57:54.220Z,33.4925,-116.7901667,4.11,0.6,ml,22,36,0.08507,0.1,ci,ci38169264,2018-05-09T19:50:49.044Z,"9km NE of Aguanga, CA",earthquake,0.16,0.43,0.089,16,reviewed,ci,ci
2018-05-09T15:49:30.270Z,33.4925,-116.7898333,4.22,0.66,ml,19,60,0.08492,0.08,ci,ci38169256,2018-05-09T19:43:40.248Z,"9km NE of Aguanga, CA",earthquake,0.13,0.32,0.085,17,reviewed,ci,ci
2018-05-09T15:49:15.190Z,34.3876667,-116.879,-1.72,1.2,ml,4,315,0.1297,0.16,ci,ci37186172,2018-05-09T19:46:28.049Z,"10km SE of Lucerne Valley, CA",quarry blast,2.39,31.61,0.103,7,reviewed,ci,ci
2018-05-09T15:46:24.160Z,46.2003333,-122.2003333,6.67,0.26,ml,9,82,0.006603,0.09,uw,uw61372032,2018-05-09T16:50:09.550Z,"37km NNE of Amboy, Washington",earthquake,0.77,1.01,0.064,6,reviewed,uw,uw
2018-05-09T15:41:29.960Z,38.8238333,-122.8536667,2.51,0.38,md,18,63,0.004473,0.05,nc,nc73014051,2018-05-10T00:00:17.527Z,"10km WNW of The Geysers, CA",earthquake,0.24,0.5,,3,reviewed,nc,nc
2018-05-09T15:33:23.070Z,33.4591667,-116.3905,10.86,0.89,ml,21,156,0.07049,0.14,ci,ci38169240,2018-05-09T23:10:05.682Z,"23km N of Borrego Springs, CA",earthquake,0.31,0.56,0.099,19,reviewed,ci,ci
2018-05-09T15:32:35.920Z,19.4266663,-154.9063263,1.89,1.86,md,7,260,0.03109,0.1,hv,hv70134461,2018-05-09T15:35:50.880Z,"4km SSE of Leilani Estates, Hawaii",earthquake,1.01,0.43,0.44,3,automatic,hv,hv
2018-05-09T15:22:42.870Z,19.2861671,-155.2446594,7.18,1.72,md,14,148,0.01953,0.25,hv,hv70134446,2018-05-09T15:25:56.780Z,"16km S of Volcano, Hawaii",earthquake,0.94,1.32,0.06,3,automatic,hv,hv
2018-05-09T15:17:11.040Z,46.8631667,-121.7668333,-0.14,-0.04,md,3,202,0.0249,0.02,uw,uw61372027,2018-05-09T15:54:26.970Z,"29km NNW of Packwood, Washington",earthquake,0.88,1.72,0.163,3,reviewed,uw,uw
2018-05-09T15:15:06.730Z,46.8533333,-121.7503333,0.73,0.34,ml,4,110,0.02134,0.08,uw,uw61372022,2018-05-09T16:06:20.470Z,"28km NNW of Packwood, Washington",earthquake,0.46,1.34,0.081,4,reviewed,uw,uw
2018-05-09T15:06:34.100Z,37.7861667,-121.961,16.03,1.78,md,30,61,0.08629,0.08,nc,nc73014036,2018-05-10T02:55:00.918Z,"2km ENE of San Ramon, CA",earthquake,0.26,0.4,0.14,27,reviewed,nc,nc
2018-05-09T15:05:22.440Z,37.7856667,-121.9631667,18.18,1.6,md,19,63,0.08016,0.05,nc,nc73014031,2018-05-10T02:50:02.371Z,"2km ENE of San Ramon, CA",earthquake,0.47,0.81,0.174,12,reviewed,nc,nc
2018-05-09T15:02:33.880Z,19.3920002,-155.2948303,0.94,1.92,md,15,82,0.002138,0.16,hv,hv70134396,2018-05-09T15:05:31.610Z,"7km SW of Volcano, Hawaii",earthquake,0.3,0.23,0.64,3,automatic,hv,hv
2018-05-09T15:01:36.030Z,38.8196678,-122.7806702,0.22,0.85,md,12,59,0.006399,0.03,nc,nc73014026,2018-05-09T15:20:02.261Z,"5km W of Cobb, CA",earthquake,0.3,0.44,0.05,4,automatic,nc,nc
2018-05-09T15:00:17.670Z,52.2767,174.2329,62.43,4.9,mb,,113,3.27,1.05,us,us1000e1dg,2018-05-09T16:15:23.730Z,"50km S of Shemya Island, Alaska",earthquake,9.8,7.2,0.027,418,reviewed,us,us
2018-05-09T14:59:29.580Z,19.4076672,-155.2628326,1.32,1.89,md,12,64,0.005207,0.1,hv,hv70134391,2018-05-09T15:02:27.300Z,"3km SW of Volcano, Hawaii",earthquake,0.28,0.44,0.54,3,automatic,hv,hv
2018-05-09T14:55:08.950Z,38.8098333,-122.836,2.82,0.3,md,8,167,0.005416,0.03,nc,nc73014021,2018-05-10T00:22:53.023Z,"8km WNW of The Geysers, CA",earthquake,1.5,2.93,,1,reviewed,nc,nc
2018-05-09T14:44:24.305Z,37.4184,-116.0538,7.2,0.6,ml,11,163.02,0.221,0.0891,nn,nn00634293,2018-05-10T02:05:09.481Z,"78km W of Alamo, Nevada",earthquake,,8.3,0.38,8,reviewed,nn,nn
2018-05-09T14:39:19.311Z,62.1534,-142.1185,0,1.4,ml,,,,0.49,ak,ak19392086,2018-05-09T14:40:59.132Z,"139km SSE of Tok, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-05-09T14:39:12.910Z,19.300333,-155.2478333,5.83,1.92,md,29,101,0.029,0.27,hv,hv70134346,2018-05-09T14:42:36.130Z,"14km S of Volcano, Hawaii",earthquake,0.61,0.99,0.43,10,automatic,hv,hv
2018-05-09T14:34:13.753Z,36.4577,-115.7968,7.5,0.4,ml,11,282.3,0.244,0.0923,nn,nn00634320,2018-05-10T02:05:43.457Z,"32km NNE of Pahrump, Nevada",earthquake,,6,0.6,5,reviewed,nn,nn
2018-05-09T14:31:19.806Z,57.7864,-157.4824,165.6,2.7,ml,,,,0.56,ak,ak19392076,2018-05-09T15:52:25.184Z,"111km SSW of King Salmon, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2018-05-09T14:31:12.879Z,36.9745,-117.5483,0,0.7,ml,14,198.8,0.147,0.1276,nn,nn00634289,2018-05-10T02:05:00.664Z,"61km NE of Lone Pine, California",earthquake,,0,0.25,10,reviewed,nn,nn
2018-05-09T14:30:59.770Z,33.2365,-116.7716667,11.2,1.5,ml,48,46,0.01083,0.19,ci,ci38169200,2018-05-09T14:44:08.270Z,"1km SW of Lake Henshaw, CA",earthquake,0.21,0.63,0.171,27,reviewed,ci,ci
2018-05-09T14:29:45.031Z,63.5242,-150.7765,3.9,1.4,ml,,,,0.77,ak,ak19392074,2018-05-09T14:32:55.896Z,"92km W of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-05-09T14:19:38.380Z,36.5736667,-121.1288333,9.88,0.98,md,10,139,0.04932,0.05,nc,nc73014006,2018-05-09T23:28:02.034Z,"5km NNE of Pinnacles, CA",earthquake,0.36,0.86,0.127,9,reviewed,nc,nc
2018-05-09T14:16:28.241Z,38.7905,-119.6102,12.2,0.9,ml,8,140.98,0.299,0.1117,nn,nn00634321,2018-05-10T02:05:44.964Z,"15km SE of Gardnerville Ranchos, Nevada",earthquake,,3.8,0.1,4,reviewed,nn,nn
2018-05-09T14:14:38.188Z,63.9323,-148.7291,18.8,0.8,ml,,,,0.63,ak,ak19392045,2018-05-09T14:17:11.474Z,"14km NE of Healy, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-05-09T14:11:26.980Z,38.4252,-118.8845,2.5,0.6,ml,7,160.33,0.345,0.1296,nn,nn00634288,2018-05-10T02:04:57.779Z,"25km WSW of Hawthorne, Nevada",earthquake,,4.9,0.32,3,reviewed,nn,nn
2018-05-09T14:11:05.400Z,19.3751667,-154.9888333,6.32,2.51,ml,6,242,0.05998,0.01,hv,hv70134286,2018-05-09T20:36:04.680Z,"12km SW of Leilani Estates, Hawaii",earthquake,1.78,1.76,0.092,8,reviewed,hv,hv
2018-05-09T14:01:57.140Z,38.8214989,-122.7953339,0.59,1,md,9,117,0.01167,0.03,nc,nc73014001,2018-05-09T14:16:02.915Z,"6km NW of The Geysers, CA",earthquake,0.31,0.65,0.04,3,automatic,nc,nc
2018-05-09T14:00:26.260Z,19.4185009,-154.9089966,2.05,1.82,md,17,221,0.03809,0.22,hv,hv70134261,2018-05-09T14:03:30.290Z,"5km S of Leilani Estates, Hawaii",earthquake,1.7,1.01,0.19,5,automatic,hv,hv
2018-05-09T13:55:10.777Z,60.4566,-149.8397,33.9,1.8,ml,,,,0.56,ak,ak19390929,2018-05-09T13:58:13.568Z,"40km NW of Bear Creek, Alaska",earthquake,,0.1,,,automatic,ak,ak
2018-05-09T13:54:12.094Z,64.5331,-160.2375,3,1.6,ml,,,,0.55,ak,ak19390930,2018-05-09T14:04:16.569Z,"78km NNE of Unalakleet, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-05-09T13:51:30.680Z,46.865,-121.7431667,2.76,0.56,ml,4,115,0.009461,0.1,uw,uw61371987,2018-05-09T16:10:00.140Z,"29km N of Packwood, Washington",earthquake,0.91,0.97,0.136,4,reviewed,uw,uw
2018-05-09T13:50:16.660Z,19.4064999,-155.2655029,1.76,2.1,md,16,52,0.007687,0.13,hv,hv70134236,2018-05-09T13:53:19.280Z,"3km SW of Volcano, Hawaii",earthquake,0.29,0.32,0.59,3,automatic,hv,hv
2018-05-09T13:45:52.198Z,36.4591,-115.7934,11.3,0,ml,9,282.36,0.244,,nn,nn00634315,2018-05-10T02:05:38.724Z,"32km NNE of Pahrump, Nevada",earthquake,,,,,reviewed,nn,nn
2018-05-09T13:40:47.730Z,56.0151,-149.8257,10,4,ml,,199,2.264,0.7,us,us1000e1bp,2018-05-09T14:12:56.040Z,"252km SE of Kodiak, Alaska",earthquake,7.1,2,0.056,42,reviewed,us,us
2018-05-09T13:37:29.610Z,33.9143333,-116.8393333,6.65,1.21,ml,40,33,0.08778,0.18,ci,ci38169152,2018-05-09T14:43:04.780Z,"4km ESE of Banning, CA",earthquake,0.22,1,0.223,29,reviewed,ci,ci
2018-05-09T13:34:51.280Z,56.0994,-149.9009,10,4,ml,,203,2.182,0.78,us,us1000e1bk,2018-05-09T14:22:08.040Z,"242km SE of Kodiak, Alaska",earthquake,7.6,2,0.053,46,reviewed,us,us
2018-05-09T13:31:16.620Z,33.5171667,-116.793,3.87,0.41,ml,20,69,0.06692,0.15,ci,ci38169136,2018-05-09T13:38:49.423Z,"11km NE of Aguanga, CA",earthquake,0.26,0.87,0.184,12,reviewed,ci,ci
2018-05-09T13:25:14.080Z,33.6455,-116.7548333,11.48,0.46,ml,17,100,0.05225,0.08,ci,ci38169128,2018-05-09T23:22:53.773Z,"11km SSW of Idyllwild, CA",earthquake,0.22,0.4,0.128,9,reviewed,ci,ci
2018-05-09T13:19:33.790Z,38.8284988,-122.8063354,2.42,1.06,md,20,77,0.005874,0.02,nc,nc73013986,2018-05-09T13:43:01.712Z,"7km NW of The Geysers, CA",earthquake,0.28,0.41,0.05,4,automatic,nc,nc
2018-05-09T13:16:29.790Z,36.2213333,-120.791,5.42,1.23,md,27,135,0.009911,0.11,nc,nc73013981,2018-05-10T04:00:03.348Z,"23km ENE of San Lucas, CA",earthquake,0.55,0.25,0.101,14,reviewed,nc,nc
2018-05-09T13:05:06.228Z,37.3384,-114.6366,9.7,0.7,ml,4,128.16,0.62,,nn,nn00634313,2018-05-10T02:05:35.732Z,"32km SSW of Caliente, Nevada",earthquake,,,,,reviewed,nn,nn
2018-05-09T13:01:14.940Z,19.3286667,-155.1035004,5.61,1.81,md,25,190,0.04896,0.25,hv,hv70134156,2018-05-09T13:04:32.830Z,"18km SE of Volcano, Hawaii",earthquake,0.94,0.63,0.15,8,automatic,hv,hv
2018-05-09T12:57:41.860Z,32.7995,-115.4556667,10.69,1.05,ml,14,101,0.009464,0.28,ci,ci38169112,2018-05-09T16:54:51.551Z,"7km W of Holtville, CA",earthquake,0.58,0.63,0.077,5,reviewed,ci,ci
2018-05-09T12:54:37.640Z,19.1709995,-155.1338348,-0.49,2.16,md,30,225,0.1143,0.3,hv,hv70134141,2018-05-09T12:57:47.580Z,"30km SSE of Volcano, Hawaii",earthquake,1.97,0.5,0.28,11,automatic,hv,hv
2018-05-09T12:49:42.110Z,42.6551667,-111.3955,-3.34,1.95,md,9,110,0.1532,0.26,uu,uu60280872,2018-05-09T21:29:46.560Z,"17km E of Soda Springs, Idaho",earthquake,0.8,2.64,0.64,3,reviewed,uu,uu
2018-05-09T12:44:08.067Z,63.1134,-148.3736,62.1,0.8,ml,,,,0.36,ak,ak19389768,2018-05-09T15:42:41.932Z,"42km SE of Cantwell, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2018-05-09T12:42:32.830Z,19.3619995,-155.0046692,5.26,2.26,ml,31,238,0.07124,0.28,hv,hv70134101,2018-05-09T12:48:10.280Z,"14km SW of Leilani Estates, Hawaii",earthquake,0.93,0.73,4.31,3,automatic,hv,hv
2018-05-09T12:41:16.520Z,19.4041667,-155.289,0.96,1.62,md,15,61,0.01067,0.06,hv,hv70134096,2018-05-09T21:34:04.600Z,"6km WSW of Volcano, Hawaii",earthquake,0.17,0.18,0.082,3,reviewed,hv,hv
2018-05-09T12:39:50.546Z,63.2693,-151.187,6.8,1.3,ml,,,,0.38,ak,ak19389766,2018-05-09T12:41:08.950Z,"112km W of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-05-09T12:29:25.240Z,19.4415,-154.93,3.92,1.27,md,7,186,0.01787,0.04,hv,hv70134071,2018-05-09T20:50:37.000Z,"3km SSW of Leilani Estates, Hawaii",earthquake,1.17,1.23,0.085,3,reviewed,hv,hv
2018-05-09T12:24:00.160Z,60.112,-139.4038,0,1.1,ml,,,,0.43,ak,ak19389757,2018-05-09T12:26:55.350Z,"65km NNE of Yakutat, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-05-09T12:22:40.220Z,33.505,-116.7923333,5.16,0.44,ml,17,60,0.07578,0.11,ci,ci38169096,2018-05-09T12:56:51.191Z,"10km NE of Aguanga, CA",earthquake,0.22,0.91,0.115,13,reviewed,ci,ci
2018-05-09T12:19:23.670Z,38.7893333,-122.7661667,1.54,0.74,md,12,97,0.01859,0.03,nc,nc73013956,2018-05-09T12:34:02.756Z,"2km NNW of The Geysers, CA",earthquake,0.3,0.75,0.24,3,automatic,nc,nc
2018-05-09T12:17:58.350Z,36.0363333,-117.3405,2.51,0.95,ml,15,140,0.1223,0.15,ci,ci38169088,2018-05-09T12:57:23.589Z,"30km N of Searles Valley, CA",earthquake,0.49,1.75,0.19,9,reviewed,ci,ci
2018-05-09T12:17:46.770Z,33.9773333,-116.8013333,17.68,0.85,ml,26,87,0.05792,0.19,ci,ci38169080,2018-05-09T12:57:59.550Z,"7km N of Cabazon, CA",earthquake,0.42,0.71,0.147,23,reviewed,ci,ci
2018-05-09T12:17:22.460Z,36.0355,-117.3421667,3.48,1.3,ml,18,135,0.1211,0.18,ci,ci38169072,2018-05-09T23:34:03.566Z,"30km N of Searles Valley, CA",earthquake,0.53,1.13,0.181,14,reviewed,ci,ci
2018-05-09T12:11:39.680Z,19.3490009,-155.0833282,5.51,2.03,ml,33,206,0.03889,0.24,hv,hv70134051,2018-05-09T12:17:13.650Z,"18km ESE of Volcano, Hawaii",earthquake,0.77,0.76,4.18,3,automatic,hv,hv
2018-05-09T12:01:54.150Z,42.6619,-111.4471,4.25,2.6,ml,,100,0.115,0.21,us,us1000e1ay,2018-05-10T04:13:35.209Z,"12km E of Soda Springs, Idaho",earthquake,2.1,5.6,0.062,34,reviewed,us,us
2018-05-09T11:59:53.500Z,19.3955002,-155.0164948,-0.41,1.74,md,15,209,0.03958,0.16,hv,hv70134016,2018-05-09T12:03:15.630Z,"13km SW of Leilani Estates, Hawaii",earthquake,1,0.42,0.19,4,automatic,hv,hv
2018-05-09T11:55:39.780Z,34.0213333,-116.7878333,14.13,1.44,ml,51,69,0.02155,0.21,ci,ci38169064,2018-05-09T12:59:04.000Z,"12km N of Cabazon, CA",earthquake,0.23,0.42,0.24,27,reviewed,ci,ci
2018-05-09T11:54:48.730Z,58.1573,-155.3787,1,0.8,ml,,,,0.29,ak,ak19388754,2018-05-09T15:34:28.392Z,"95km SE of King Salmon, Alaska",earthquake,,0,,,reviewed,ak,ak
2018-05-09T11:52:45.620Z,63.0939,-150.3946,99.6,1.5,ml,,,,0.4,ak,ak19388747,2018-05-09T15:23:44.353Z,"79km WSW of Cantwell, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-05-09T11:43:33.510Z,36.9111667,-121.4828333,11.06,0.78,md,18,127,0.09088,0.13,nc,nc73013936,2018-05-09T23:18:01.976Z,"9km NE of San Juan Bautista, CA",earthquake,0.5,0.93,0.271,16,reviewed,nc,nc
2018-05-09T11:38:06.710Z,38.821167,-122.7788315,-0.14,1.75,md,21,57,0.008028,0.04,nc,nc73013926,2018-05-09T15:39:03.365Z,"5km W of Cobb, CA",earthquake,0.17,0.32,0.07,7,automatic,nc,nc
2018-05-09T11:35:26.020Z,38.8198318,-122.7799988,0.18,0.81,md,9,135,0.006585,0.04,nc,nc73013916,2018-05-09T11:50:02.081Z,"5km W of Cobb, CA",earthquake,0.37,0.48,0.06,2,automatic,nc,nc
2018-05-09T11:27:44.182Z,36.0686,-117.31,0,0.4,ml,9,200.54,0.179,,nn,nn00634311,2018-05-10T02:05:29.166Z,"34km NNE of Searles Valley, California",earthquake,,,,,reviewed,nn,nn
2018-05-09T11:22:26.060Z,38.8196678,-122.8061676,0.01,1.21,md,6,197,0.004813,0.05,nc,nc73013911,2018-05-09T14:44:02.074Z,"6km NW of The Geysers, CA",earthquake,0.91,0.67,0.01,3,automatic,nc,nc
2018-05-09T11:20:32.170Z,44.8258333,-111.6153333,11.65,0.68,md,7,149,0.102,0.13,mb,mb80292764,2018-05-09T23:27:38.210Z,"44km WNW of West Yellowstone, Montana",earthquake,0.53,0.45,0.338,3,reviewed,mb,mb
2018-05-09T11:20:29.085Z,36.0614,-117.3238,0,0.5,ml,8,205.05,0.174,,nn,nn00634309,2018-05-10T02:05:27.676Z,"33km NNE of Searles Valley, California",earthquake,,,,,reviewed,nn,nn
2018-05-09T11:19:38.980Z,36.0363333,-117.3488333,2.3,1.12,ml,14,139,0.1156,0.1,ci,ci38169056,2018-05-09T12:58:02.580Z,"30km N of Searles Valley, CA",earthquake,0.35,0.54,0.209,12,reviewed,ci,ci
2018-05-09T11:19:32.791Z,36.2254,-115.6884,0,1,ml,19,109.57,0.489,0.1639,nn,nn00634276,2018-05-10T02:04:44.770Z,"26km E of Pahrump, Nevada",earthquake,,0,0.24,9,reviewed,nn,nn
2018-05-09T11:14:58.050Z,33.65,-116.754,11.21,0.31,ml,14,103,0.05679,0.15,ci,ci38169048,2018-05-09T12:58:06.591Z,"10km SSW of Idyllwild, CA",earthquake,0.42,0.74,0.121,8,reviewed,ci,ci
2018-05-09T11:05:32.529Z,63.1822,-144.8186,6.8,1.8,ml,,,,0.31,ak,ak19388579,2018-05-09T11:54:15.586Z,"79km SSE of Deltana, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-05-09T11:02:18.710Z,38.8035011,-122.815834,2.48,1.22,md,24,82,0.01172,0.04,nc,nc73013901,2018-05-09T14:17:02.922Z,"6km WNW of The Geysers, CA",earthquake,0.26,0.42,0.1,5,automatic,nc,nc
2018-05-09T10:58:09.020Z,19.3568325,-155.0299988,6.01,1.97,md,23,216,0.0622,0.26,hv,hv70133916,2018-05-09T11:01:55.090Z,"17km SW of Leilani Estates, Hawaii",earthquake,0.9,0.75,0.42,8,automatic,hv,hv
2018-05-09T10:52:47.060Z,33.5768333,-116.6021667,12.14,0.35,ml,16,70,0.02191,0.07,ci,ci38169040,2018-05-09T19:48:31.937Z,"7km ENE of Anza, CA",earthquake,0.25,0.38,0.158,8,reviewed,ci,ci
2018-05-09T10:47:33.109Z,39.1978,-119.6842,0,0.1,ml,3,246.14,0.049,,nn,nn00634306,2018-05-10T02:05:21.813Z,"8km ENE of Carson City, Nevada",earthquake,,,,,reviewed,nn,nn
2018-05-09T10:41:45.750Z,36.9902,71.3687,111.93,6.2,mww,,19,0.586,1.03,us,us1000e19e,2018-05-10T05:24:10.526Z,"36km NW of Ishkashim, Tajikistan",earthquake,6,4.3,0.066,22,reviewed,us,us
2018-05-09T10:34:15.392Z,60.2001,-141.5534,0.1,1.3,ml,,,,0.74,ak,ak19387481,2018-05-09T10:36:10.697Z,"50km ENE of Cape Yakataga, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-05-09T10:33:32.720Z,19.38,-155.0103333,6.23,2.39,ml,9,226,0.05362,0.02,hv,hv70133871,2018-05-10T00:38:59.820Z,"13km SW of Leilani Estates, Hawaii",earthquake,1.18,1.1,0.121,7,reviewed,hv,hv
2018-05-09T10:27:40.853Z,35.7995,-116.5377,0,0.1,ml,6,237.02,0.235,0.1403,nn,nn00634287,2018-05-10T02:04:55.981Z,"61km NNE of Fort Irwin, California",earthquake,,2.5,0.23,2,reviewed,nn,nn
2018-05-09T10:19:10.950Z,34.0211667,-116.798,12.68,0.69,ml,17,103,0.01614,0.12,ci,ci38169032,2018-05-09T12:58:21.151Z,"12km N of Cabazon, CA",earthquake,0.29,0.74,0.092,15,reviewed,ci,ci
2018-05-09T10:17:28.129Z,37.2593,-117.6156,5.8,0.4,ml,8,150.57,0.036,0.1167,nn,nn00634317,2018-05-10T02:05:41.816Z,"60km E of Big Pine, California",earthquake,,2.7,0.13,5,reviewed,nn,nn
2018-05-09T10:15:02.650Z,37.378,-122.2706667,7.96,0.99,md,11,77,0.03618,0.03,nc,nc73013891,2018-05-10T01:43:35.859Z,"3km WSW of Portola Valley, CA",earthquake,0.33,0.55,0.164,13,reviewed,nc,nc
2018-05-09T10:14:13.070Z,37.3768333,-122.2671667,8.03,1.85,md,53,60,0.03515,0.04,nc,nc73013886,2018-05-10T05:09:03.654Z,"3km WSW of Portola Valley, CA",earthquake,0.1,0.17,0.11,50,reviewed,nc,nc
2018-05-09T10:06:04.720Z,37.375,-122.2668333,7.75,0.84,md,10,79,0.0364,0.06,nc,nc73013881,2018-05-10T00:35:25.451Z,"3km WSW of Portola Valley, CA",earthquake,0.37,0.55,0.123,10,reviewed,nc,nc
2018-05-09T10:02:09.920Z,35.9696667,-117.6691667,3.4,0.42,ml,7,121,0.02654,0.04,ci,ci38169024,2018-05-09T12:58:18.885Z,"22km E of Little Lake, CA",earthquake,0.26,0.35,0.138,6,reviewed,ci,ci
2018-05-09T10:01:49.267Z,40.2315,-121.1399,0,0.7,ml,6,128.28,0.304,0.1261,nn,nn00634316,2018-05-10T02:05:40.309Z,"11km SE of Chester, California",earthquake,,0,0.08,2,reviewed,nn,nn
2018-05-09T10:01:28.090Z,35.9711667,-117.672,2.62,0.58,ml,17,47,0.0291,0.1,ci,ci38169016,2018-05-09T16:21:13.896Z,"22km E of Little Lake, CA",earthquake,0.15,0.16,0.175,7,reviewed,ci,ci
2018-05-09T09:59:36.252Z,64.0542,-148.1077,98.6,1.7,ml,,,,0.7,ak,ak19387450,2018-05-09T10:06:53.575Z,"47km ENE of Healy, Alaska",earthquake,,0.9,,,automatic,ak,ak
2018-05-09T09:57:59.750Z,38.8033333,-122.7698364,0.97,0.88,md,11,110,0.01304,0.02,nc,nc73013876,2018-05-09T10:22:02.594Z,"3km NNW of The Geysers, CA",earthquake,0.31,0.87,0.07,3,automatic,nc,nc
2018-05-09T09:50:50.348Z,36.7389,-115.8504,3.2,-0.1,ml,9,245.7,0.109,0.1174,nn,nn00634314,2018-05-10T02:05:37.213Z,"60km NNE of Pahrump, Nevada",earthquake,,3.1,0.24,3,reviewed,nn,nn
2018-05-09T09:25:49.520Z,33.493,-116.4268333,16.24,0.51,ml,19,165,0.03033,0.19,ci,ci38169008,2018-05-09T12:58:46.207Z,"22km SSW of La Quinta, CA",earthquake,0.72,0.84,0.188,12,reviewed,ci,ci
